Year,Increment,FishID,Length,Capture_age_chron,Collection_year,Cohort,sex,Weight,Increment_age,PDO,SSTv4
1989,0.05,88199501140_97,32,16,1995,1979,2,,11,5.29498727,5.29498727
1990,0.033,88199501140_97,32,16,1995,1979,2,,12,5.30396262,5.30396262
1991,0.039,88199501140_97,32,16,1995,1979,2,,13,5.57854866,5.57854866
1992,0.049,88199501140_97,32,16,1995,1979,2,,14,5.15318766,5.15318766
1993,0.055,88199501140_97,32,16,1995,1979,2,,15,6.0813382,6.0813382
1976,0.047,88199501140_98,35,25,1995,1970,2,,7,4.61692252,4.61692252
1977,0.065,88199501140_98,35,25,1995,1970,2,,8,5.7243607,5.7243607
1978,0.065,88199501140_98,35,25,1995,1970,2,,9,5.5992486,5.5992486
1979,0.059,88199501140_98,35,25,1995,1970,2,,10,6.4476407,6.4476407
1980,0.047,88199501140_98,35,25,1995,1970,2,,11,5.1286255,5.1286255
1981,0.061,88199501140_98,35,25,1995,1970,2,,12,6.2012492,6.2012492
1982,0.042,88199501140_98,35,25,1995,1970,2,,13,4.7648766,4.7648766
1983,0.038,88199501140_98,35,25,1995,1970,2,,14,5.8634266,5.8634266
1984,0.031,88199501140_98,35,25,1995,1970,2,,15,5.44916092,5.44916092
1985,0.033,88199501140_98,35,25,1995,1970,2,,16,4.7552367,4.7552367
1986,0.017,88199501140_98,35,25,1995,1970,2,,17,5.16935397,5.16935397
1987,0.052,88199501140_98,35,25,1995,1970,2,,18,5.8787333,5.8787333
1988,0.039,88199501140_98,35,25,1995,1970,2,,19,5.1758543,5.1758543
1989,0.037,88199501140_98,35,25,1995,1970,2,,20,5.29498727,5.29498727
1990,0.034,88199501140_98,35,25,1995,1970,2,,21,5.30396262,5.30396262
1991,0.031,88199501140_98,35,25,1995,1970,2,,22,5.57854866,5.57854866
1992,0.023,88199501140_98,35,25,1995,1970,2,,23,5.15318766,5.15318766
1993,0.033,88199501140_98,35,25,1995,1970,2,,24,6.0813382,6.0813382
1981,0.064,88199501140_102,34,19,1995,1976,2,,6,6.2012492,6.2012492
1982,0.043,88199501140_102,34,19,1995,1976,2,,7,4.7648766,4.7648766
1983,0.061,88199501140_102,34,19,1995,1976,2,,8,5.8634266,5.8634266
1984,0.048,88199501140_102,34,19,1995,1976,2,,9,5.44916092,5.44916092
1985,0.045,88199501140_102,34,19,1995,1976,2,,10,4.7552367,4.7552367
1986,0.035,88199501140_102,34,19,1995,1976,2,,11,5.16935397,5.16935397
1987,0.051,88199501140_102,34,19,1995,1976,2,,12,5.8787333,5.8787333
1988,0.045,88199501140_102,34,19,1995,1976,2,,13,5.1758543,5.1758543
1989,0.048,88199501140_102,34,19,1995,1976,2,,14,5.29498727,5.29498727
1990,0.047,88199501140_102,34,19,1995,1976,2,,15,5.30396262,5.30396262
1991,0.035,88199501140_102,34,19,1995,1976,2,,16,5.57854866,5.57854866
1992,0.019,88199501140_102,34,19,1995,1976,2,,17,5.15318766,5.15318766
1993,0.029,88199501140_102,34,19,1995,1976,2,,18,6.0813382,6.0813382
1980,0.072,88199501140_107,37,18,1995,1977,2,,4,5.1286255,5.1286255
1981,0.067,88199501140_107,37,18,1995,1977,2,,5,6.2012492,6.2012492
1982,0.04,88199501140_107,37,18,1995,1977,2,,6,4.7648766,4.7648766
1983,0.063,88199501140_107,37,18,1995,1977,2,,7,5.8634266,5.8634266
1984,0.031,88199501140_107,37,18,1995,1977,2,,8,5.44916092,5.44916092
1985,0.034,88199501140_107,37,18,1995,1977,2,,9,4.7552367,4.7552367
1986,0.028,88199501140_107,37,18,1995,1977,2,,10,5.16935397,5.16935397
1987,0.066,88199501140_107,37,18,1995,1977,2,,11,5.8787333,5.8787333
1988,0.038,88199501140_107,37,18,1995,1977,2,,12,5.1758543,5.1758543
1989,0.039,88199501140_107,37,18,1995,1977,2,,13,5.29498727,5.29498727
1990,0.035,88199501140_107,37,18,1995,1977,2,,14,5.30396262,5.30396262
1991,0.035,88199501140_107,37,18,1995,1977,2,,15,5.57854866,5.57854866
1992,0.046,88199501140_107,37,18,1995,1977,2,,16,5.15318766,5.15318766
1993,0.046,88199501140_107,37,18,1995,1977,2,,17,6.0813382,6.0813382
1978,0.071,88199501140_129,38,21,1995,1974,2,,5,5.5992486,5.5992486
1979,0.057,88199501140_129,38,21,1995,1974,2,,6,6.4476407,6.4476407
1980,0.043,88199501140_129,38,21,1995,1974,2,,7,5.1286255,5.1286255
1981,0.05,88199501140_129,38,21,1995,1974,2,,8,6.2012492,6.2012492
1982,0.023,88199501140_129,38,21,1995,1974,2,,9,4.7648766,4.7648766
1983,0.033,88199501140_129,38,21,1995,1974,2,,10,5.8634266,5.8634266
1984,0.029,88199501140_129,38,21,1995,1974,2,,11,5.44916092,5.44916092
1985,0.038,88199501140_129,38,21,1995,1974,2,,12,4.7552367,4.7552367
1986,0.039,88199501140_129,38,21,1995,1974,2,,13,5.16935397,5.16935397
1987,0.05,88199501140_129,38,21,1995,1974,2,,14,5.8787333,5.8787333
1988,0.04,88199501140_129,38,21,1995,1974,2,,15,5.1758543,5.1758543
1989,0.038,88199501140_129,38,21,1995,1974,2,,16,5.29498727,5.29498727
1990,0.03,88199501140_129,38,21,1995,1974,2,,17,5.30396262,5.30396262
1991,0.031,88199501140_129,38,21,1995,1974,2,,18,5.57854866,5.57854866
1992,0.023,88199501140_129,38,21,1995,1974,2,,19,5.15318766,5.15318766
1993,0.031,88199501140_129,38,21,1995,1974,2,,20,6.0813382,6.0813382
1993,0.094,94201701140_101,36,27,2017,1990,1,474,4,6.0813382,6.0813382
1994,0.052,94201701140_101,36,27,2017,1990,1,474,5,5.3507835,5.3507835
1995,0.072,94201701140_101,36,27,2017,1990,1,474,6,5.3110536,5.3110536
1996,0.063,94201701140_101,36,27,2017,1990,1,474,7,5.2936518,5.2936518
1997,0.028,94201701140_101,36,27,2017,1990,1,474,8,6.0545831,6.0545831
1998,0.036,94201701140_101,36,27,2017,1990,1,474,9,5.7722394,5.7722394
1999,0.025,94201701140_101,36,27,2017,1990,1,474,10,4.70638508,4.70638508
2000,0.034,94201701140_101,36,27,2017,1990,1,474,11,5.12424454,5.12424454
2001,0.035,94201701140_101,36,27,2017,1990,1,474,12,5.3685169,5.3685169
2002,0.046,94201701140_101,36,27,2017,1990,1,474,13,5.79371722,5.79371722
2003,0.048,94201701140_101,36,27,2017,1990,1,474,14,6.0759167,6.0759167
2004,0.042,94201701140_101,36,27,2017,1990,1,474,15,6.0149829,6.0149829
2005,0.048,94201701140_101,36,27,2017,1990,1,474,16,5.8702298,5.8702298
2006,0.028,94201701140_101,36,27,2017,1990,1,474,17,5.26322844,5.26322844
2007,0.028,94201701140_101,36,27,2017,1990,1,474,18,5.03499357,5.03499357
2008,0.025,94201701140_101,36,27,2017,1990,1,474,19,4.71685837,4.71685837
2009,0.026,94201701140_101,36,27,2017,1990,1,474,20,4.90519256,4.90519256
2010,0.036,94201701140_101,36,27,2017,1990,1,474,21,4.708319786,4.708319786
2011,0.026,94201701140_101,36,27,2017,1990,1,474,22,4.8443986,4.8443986
2012,0.021,94201701140_101,36,27,2017,1990,1,474,23,4.224856867,4.224856867
2013,0.025,94201701140_101,36,27,2017,1990,1,474,24,5.18397497,5.18397497
2014,0.03,94201701140_101,36,27,2017,1990,1,474,25,6.6587505,6.6587505
2015,0.038,94201701140_101,36,27,2017,1990,1,474,26,6.3742236,6.3742236
2016,0.032,94201701140_101,36,27,2017,1990,1,474,27,7.0831243,7.0831243
2005,0.075,94201701140_121,33,15,2017,2002,2,414,4,5.8702298,5.8702298
2006,0.079,94201701140_121,33,15,2017,2002,2,414,5,5.26322844,5.26322844
2007,0.075,94201701140_121,33,15,2017,2002,2,414,6,5.03499357,5.03499357
2008,0.048,94201701140_121,33,15,2017,2002,2,414,7,4.71685837,4.71685837
2009,0.051,94201701140_121,33,15,2017,2002,2,414,8,4.90519256,4.90519256
2010,0.037,94201701140_121,33,15,2017,2002,2,414,9,4.708319786,4.708319786
2011,0.05,94201701140_121,33,15,2017,2002,2,414,10,4.8443986,4.8443986
2012,0.031,94201701140_121,33,15,2017,2002,2,414,11,4.224856867,4.224856867
2013,0.056,94201701140_121,33,15,2017,2002,2,414,12,5.18397497,5.18397497
2014,0.057,94201701140_121,33,15,2017,2002,2,414,13,6.6587505,6.6587505
2015,0.045,94201701140_121,33,15,2017,2002,2,414,14,6.3742236,6.3742236
2016,0.041,94201701140_121,33,15,2017,2002,2,414,15,7.0831243,7.0831243
2005,0.085,94201701140_132,34,15,2017,2002,1,424,4,5.8702298,5.8702298
2006,0.059,94201701140_132,34,15,2017,2002,1,424,5,5.26322844,5.26322844
2007,0.053,94201701140_132,34,15,2017,2002,1,424,6,5.03499357,5.03499357
2008,0.056,94201701140_132,34,15,2017,2002,1,424,7,4.71685837,4.71685837
2009,0.056,94201701140_132,34,15,2017,2002,1,424,8,4.90519256,4.90519256
2010,0.043,94201701140_132,34,15,2017,2002,1,424,9,4.708319786,4.708319786
2011,0.046,94201701140_132,34,15,2017,2002,1,424,10,4.8443986,4.8443986
2012,0.026,94201701140_132,34,15,2017,2002,1,424,11,4.224856867,4.224856867
2013,0.046,94201701140_132,34,15,2017,2002,1,424,12,5.18397497,5.18397497
2014,0.047,94201701140_132,34,15,2017,2002,1,424,13,6.6587505,6.6587505
2000,0.065,94201701140_140,33,20,2017,1997,1,488,4,5.12424454,5.12424454
2001,0.071,94201701140_140,33,20,2017,1997,1,488,5,5.3685169,5.3685169
2002,0.081,94201701140_140,33,20,2017,1997,1,488,6,5.79371722,5.79371722
2003,0.08,94201701140_140,33,20,2017,1997,1,488,7,6.0759167,6.0759167
2004,0.048,94201701140_140,33,20,2017,1997,1,488,8,6.0149829,6.0149829
2005,0.071,94201701140_140,33,20,2017,1997,1,488,9,5.8702298,5.8702298
2006,0.049,94201701140_140,33,20,2017,1997,1,488,10,5.26322844,5.26322844
2007,0.038,94201701140_140,33,20,2017,1997,1,488,11,5.03499357,5.03499357
2008,0.033,94201701140_140,33,20,2017,1997,1,488,12,4.71685837,4.71685837
2009,0.038,94201701140_140,33,20,2017,1997,1,488,13,4.90519256,4.90519256
2010,0.035,94201701140_140,33,20,2017,1997,1,488,14,4.708319786,4.708319786
2011,0.041,94201701140_140,33,20,2017,1997,1,488,15,4.8443986,4.8443986
2012,0.034,94201701140_140,33,20,2017,1997,1,488,16,4.224856867,4.224856867
2013,0.04,94201701140_140,33,20,2017,1997,1,488,17,5.18397497,5.18397497
2014,0.046,94201701140_140,33,20,2017,1997,1,488,18,6.6587505,6.6587505
2015,0.053,94201701140_140,33,20,2017,1997,1,488,19,6.3742236,6.3742236
1988,0.094,94201701140_154,35,31,2017,1986,1,392,3,5.1758543,5.1758543
1989,0.09,94201701140_154,35,31,2017,1986,1,392,4,5.29498727,5.29498727
1990,0.078,94201701140_154,35,31,2017,1986,1,392,5,5.30396262,5.30396262
1991,0.085,94201701140_154,35,31,2017,1986,1,392,6,5.57854866,5.57854866
1992,0.067,94201701140_154,35,31,2017,1986,1,392,7,5.15318766,5.15318766
1993,0.063,94201701140_154,35,31,2017,1986,1,392,8,6.0813382,6.0813382
1994,0.035,94201701140_154,35,31,2017,1986,1,392,9,5.3507835,5.3507835
1995,0.053,94201701140_154,35,31,2017,1986,1,392,10,5.3110536,5.3110536
1996,0.039,94201701140_154,35,31,2017,1986,1,392,11,5.2936518,5.2936518
1997,0.025,94201701140_154,35,31,2017,1986,1,392,12,6.0545831,6.0545831
1998,0.057,94201701140_154,35,31,2017,1986,1,392,13,5.7722394,5.7722394
1999,0.029,94201701140_154,35,31,2017,1986,1,392,14,4.70638508,4.70638508
2000,0.042,94201701140_154,35,31,2017,1986,1,392,15,5.12424454,5.12424454
2001,0.026,94201701140_154,35,31,2017,1986,1,392,16,5.3685169,5.3685169
2002,0.04,94201701140_154,35,31,2017,1986,1,392,17,5.79371722,5.79371722
2003,0.041,94201701140_154,35,31,2017,1986,1,392,18,6.0759167,6.0759167
2004,0.042,94201701140_154,35,31,2017,1986,1,392,19,6.0149829,6.0149829
2005,0.038,94201701140_154,35,31,2017,1986,1,392,20,5.8702298,5.8702298
2006,0.032,94201701140_154,35,31,2017,1986,1,392,21,5.26322844,5.26322844
2007,0.03,94201701140_154,35,31,2017,1986,1,392,22,5.03499357,5.03499357
2008,0.016,94201701140_154,35,31,2017,1986,1,392,23,4.71685837,4.71685837
2009,0.021,94201701140_154,35,31,2017,1986,1,392,24,4.90519256,4.90519256
2010,0.021,94201701140_154,35,31,2017,1986,1,392,25,4.708319786,4.708319786
2011,0.022,94201701140_154,35,31,2017,1986,1,392,26,4.8443986,4.8443986
2012,0.031,94201701140_154,35,31,2017,1986,1,392,27,4.224856867,4.224856867
2013,0.029,94201701140_154,35,31,2017,1986,1,392,28,5.18397497,5.18397497
2014,0.032,94201701140_154,35,31,2017,1986,1,392,29,6.6587505,6.6587505
2015,0.042,94201701140_154,35,31,2017,1986,1,392,30,6.3742236,6.3742236
1990,0.069,94201701140_350,42,34,2017,1983,2,840,8,5.30396262,5.30396262
1991,0.061,94201701140_350,42,34,2017,1983,2,840,9,5.57854866,5.57854866
1992,0.037,94201701140_350,42,34,2017,1983,2,840,10,5.15318766,5.15318766
1993,0.069,94201701140_350,42,34,2017,1983,2,840,11,6.0813382,6.0813382
1994,0.042,94201701140_350,42,34,2017,1983,2,840,12,5.3507835,5.3507835
1995,0.049,94201701140_350,42,34,2017,1983,2,840,13,5.3110536,5.3110536
1996,0.053,94201701140_350,42,34,2017,1983,2,840,14,5.2936518,5.2936518
1997,0.033,94201701140_350,42,34,2017,1983,2,840,15,6.0545831,6.0545831
1998,0.037,94201701140_350,42,34,2017,1983,2,840,16,5.7722394,5.7722394
1999,0.026,94201701140_350,42,34,2017,1983,2,840,17,4.70638508,4.70638508
2000,0.031,94201701140_350,42,34,2017,1983,2,840,18,5.12424454,5.12424454
2001,0.053,94201701140_350,42,34,2017,1983,2,840,19,5.3685169,5.3685169
2002,0.044,94201701140_350,42,34,2017,1983,2,840,20,5.79371722,5.79371722
2003,0.048,94201701140_350,42,34,2017,1983,2,840,21,6.0759167,6.0759167
2004,0.042,94201701140_350,42,34,2017,1983,2,840,22,6.0149829,6.0149829
2005,0.041,94201701140_350,42,34,2017,1983,2,840,23,5.8702298,5.8702298
2006,0.032,94201701140_350,42,34,2017,1983,2,840,24,5.26322844,5.26322844
2007,0.04,94201701140_350,42,34,2017,1983,2,840,25,5.03499357,5.03499357
2008,0.04,94201701140_350,42,34,2017,1983,2,840,26,4.71685837,4.71685837
2009,0.054,94201701140_350,42,34,2017,1983,2,840,27,4.90519256,4.90519256
2010,0.047,94201701140_350,42,34,2017,1983,2,840,28,4.708319786,4.708319786
2011,0.057,94201701140_350,42,34,2017,1983,2,840,29,4.8443986,4.8443986
2012,0.033,94201701140_350,42,34,2017,1983,2,840,30,4.224856867,4.224856867
2013,0.047,94201701140_350,42,34,2017,1983,2,840,31,5.18397497,5.18397497
2014,0.059,94201701140_350,42,34,2017,1983,2,840,32,6.6587505,6.6587505
2015,0.077,94201701140_350,42,34,2017,1983,2,840,33,6.3742236,6.3742236
2016,0.068,94201701140_350,42,34,2017,1983,2,840,34,7.0831243,7.0831243
2002,0.059,94201701140_370,38,20,2017,1997,1,610,6,5.79371722,5.79371722
2003,0.05,94201701140_370,38,20,2017,1997,1,610,7,6.0759167,6.0759167
2004,0.091,94201701140_370,38,20,2017,1997,1,610,8,6.0149829,6.0149829
2005,0.065,94201701140_370,38,20,2017,1997,1,610,9,5.8702298,5.8702298
2006,0.05,94201701140_370,38,20,2017,1997,1,610,10,5.26322844,5.26322844
2007,0.054,94201701140_370,38,20,2017,1997,1,610,11,5.03499357,5.03499357
2008,0.038,94201701140_370,38,20,2017,1997,1,610,12,4.71685837,4.71685837
2009,0.046,94201701140_370,38,20,2017,1997,1,610,13,4.90519256,4.90519256
2010,0.045,94201701140_370,38,20,2017,1997,1,610,14,4.708319786,4.708319786
2011,0.044,94201701140_370,38,20,2017,1997,1,610,15,4.8443986,4.8443986
2012,0.038,94201701140_370,38,20,2017,1997,1,610,16,4.224856867,4.224856867
2013,0.045,94201701140_370,38,20,2017,1997,1,610,17,5.18397497,5.18397497
2014,0.047,94201701140_370,38,20,2017,1997,1,610,18,6.6587505,6.6587505
2015,0.049,94201701140_370,38,20,2017,1997,1,610,19,6.3742236,6.3742236
2016,0.06,94201701140_370,38,20,2017,1997,1,610,20,7.0831243,7.0831243
1997,0.046,94201701140_375,44,22,2017,1995,2,1042,3,6.0545831,6.0545831
1998,0.048,94201701140_375,44,22,2017,1995,2,1042,4,5.7722394,5.7722394
1999,0.045,94201701140_375,44,22,2017,1995,2,1042,5,4.70638508,4.70638508
2000,0.072,94201701140_375,44,22,2017,1995,2,1042,6,5.12424454,5.12424454
2001,0.07,94201701140_375,44,22,2017,1995,2,1042,7,5.3685169,5.3685169
2002,0.105,94201701140_375,44,22,2017,1995,2,1042,8,5.79371722,5.79371722
2003,0.082,94201701140_375,44,22,2017,1995,2,1042,9,6.0759167,6.0759167
2004,0.07,94201701140_375,44,22,2017,1995,2,1042,10,6.0149829,6.0149829
2005,0.058,94201701140_375,44,22,2017,1995,2,1042,11,5.8702298,5.8702298
2006,0.054,94201701140_375,44,22,2017,1995,2,1042,12,5.26322844,5.26322844
2007,0.05,94201701140_375,44,22,2017,1995,2,1042,13,5.03499357,5.03499357
2008,0.043,94201701140_375,44,22,2017,1995,2,1042,14,4.71685837,4.71685837
2009,0.042,94201701140_375,44,22,2017,1995,2,1042,15,4.90519256,4.90519256
2010,0.031,94201701140_375,44,22,2017,1995,2,1042,16,4.708319786,4.708319786
2011,0.039,94201701140_375,44,22,2017,1995,2,1042,17,4.8443986,4.8443986
2012,0.029,94201701140_375,44,22,2017,1995,2,1042,18,4.224856867,4.224856867
2013,0.045,94201701140_375,44,22,2017,1995,2,1042,19,5.18397497,5.18397497
2014,0.046,94201701140_375,44,22,2017,1995,2,1042,20,6.6587505,6.6587505
2015,0.051,94201701140_375,44,22,2017,1995,2,1042,21,6.3742236,6.3742236
2016,0.042,94201701140_375,44,22,2017,1995,2,1042,22,7.0831243,7.0831243
1997,0.073,94201701140_376,42,23,2017,1994,2,898,4,6.0545831,6.0545831
1998,0.052,94201701140_376,42,23,2017,1994,2,898,5,5.7722394,5.7722394
1999,0.047,94201701140_376,42,23,2017,1994,2,898,6,4.70638508,4.70638508
2000,0.074,94201701140_376,42,23,2017,1994,2,898,7,5.12424454,5.12424454
2001,0.044,94201701140_376,42,23,2017,1994,2,898,8,5.3685169,5.3685169
2002,0.099,94201701140_376,42,23,2017,1994,2,898,9,5.79371722,5.79371722
2003,0.076,94201701140_376,42,23,2017,1994,2,898,10,6.0759167,6.0759167
2004,0.083,94201701140_376,42,23,2017,1994,2,898,11,6.0149829,6.0149829
2005,0.051,94201701140_376,42,23,2017,1994,2,898,12,5.8702298,5.8702298
2006,0.039,94201701140_376,42,23,2017,1994,2,898,13,5.26322844,5.26322844
2007,0.042,94201701140_376,42,23,2017,1994,2,898,14,5.03499357,5.03499357
2008,0.047,94201701140_376,42,23,2017,1994,2,898,15,4.71685837,4.71685837
2009,0.046,94201701140_376,42,23,2017,1994,2,898,16,4.90519256,4.90519256
2010,0.044,94201701140_376,42,23,2017,1994,2,898,17,4.708319786,4.708319786
2011,0.041,94201701140_376,42,23,2017,1994,2,898,18,4.8443986,4.8443986
2012,0.031,94201701140_376,42,23,2017,1994,2,898,19,4.224856867,4.224856867
2013,0.042,94201701140_376,42,23,2017,1994,2,898,20,5.18397497,5.18397497
2014,0.05,94201701140_376,42,23,2017,1994,2,898,21,6.6587505,6.6587505
2015,0.043,94201701140_376,42,23,2017,1994,2,898,22,6.3742236,6.3742236
2016,0.041,94201701140_376,42,23,2017,1994,2,898,23,7.0831243,7.0831243
1992,0.084,94201701140_384,38,28,2017,1989,1,602,4,5.15318766,5.15318766
1993,0.111,94201701140_384,38,28,2017,1989,1,602,5,6.0813382,6.0813382
1994,0.045,94201701140_384,38,28,2017,1989,1,602,6,5.3507835,5.3507835
1995,0.057,94201701140_384,38,28,2017,1989,1,602,7,5.3110536,5.3110536
1996,0.056,94201701140_384,38,28,2017,1989,1,602,8,5.2936518,5.2936518
1997,0.042,94201701140_384,38,28,2017,1989,1,602,9,6.0545831,6.0545831
1998,0.045,94201701140_384,38,28,2017,1989,1,602,10,5.7722394,5.7722394
1999,0.037,94201701140_384,38,28,2017,1989,1,602,11,4.70638508,4.70638508
2000,0.053,94201701140_384,38,28,2017,1989,1,602,12,5.12424454,5.12424454
2001,0.043,94201701140_384,38,28,2017,1989,1,602,13,5.3685169,5.3685169
2002,0.043,94201701140_384,38,28,2017,1989,1,602,14,5.79371722,5.79371722
2003,0.042,94201701140_384,38,28,2017,1989,1,602,15,6.0759167,6.0759167
2004,0.043,94201701140_384,38,28,2017,1989,1,602,16,6.0149829,6.0149829
2005,0.031,94201701140_384,38,28,2017,1989,1,602,17,5.8702298,5.8702298
2006,0.032,94201701140_384,38,28,2017,1989,1,602,18,5.26322844,5.26322844
2007,0.027,94201701140_384,38,28,2017,1989,1,602,19,5.03499357,5.03499357
2008,0.023,94201701140_384,38,28,2017,1989,1,602,20,4.71685837,4.71685837
2009,0.028,94201701140_384,38,28,2017,1989,1,602,21,4.90519256,4.90519256
2010,0.027,94201701140_384,38,28,2017,1989,1,602,22,4.708319786,4.708319786
2011,0.03,94201701140_384,38,28,2017,1989,1,602,23,4.8443986,4.8443986
2012,0.027,94201701140_384,38,28,2017,1989,1,602,24,4.224856867,4.224856867
2013,0.032,94201701140_384,38,28,2017,1989,1,602,25,5.18397497,5.18397497
2014,0.041,94201701140_384,38,28,2017,1989,1,602,26,6.6587505,6.6587505
2015,0.043,94201701140_384,38,28,2017,1989,1,602,27,6.3742236,6.3742236
2016,0.029,94201701140_384,38,28,2017,1989,1,602,28,7.0831243,7.0831243
2007,0.057,94201701140_430,34,14,2017,2003,1,474,5,5.03499357,5.03499357
2008,0.046,94201701140_430,34,14,2017,2003,1,474,6,4.71685837,4.71685837
2009,0.056,94201701140_430,34,14,2017,2003,1,474,7,4.90519256,4.90519256
2010,0.04,94201701140_430,34,14,2017,2003,1,474,8,4.708319786,4.708319786
2011,0.053,94201701140_430,34,14,2017,2003,1,474,9,4.8443986,4.8443986
2012,0.044,94201701140_430,34,14,2017,2003,1,474,10,4.224856867,4.224856867
2013,0.065,94201701140_430,34,14,2017,2003,1,474,11,5.18397497,5.18397497
2014,0.059,94201701140_430,34,14,2017,2003,1,474,12,6.6587505,6.6587505
2015,0.049,94201701140_430,34,14,2017,2003,1,474,13,6.3742236,6.3742236
2016,0.035,94201701140_430,34,14,2017,2003,1,474,14,7.0831243,7.0831243
1991,0.054,94201701140_434,38,33,2017,1984,1,534,8,5.57854866,5.57854866
1992,0.053,94201701140_434,38,33,2017,1984,1,534,9,5.15318766,5.15318766
1993,0.07,94201701140_434,38,33,2017,1984,1,534,10,6.0813382,6.0813382
1994,0.039,94201701140_434,38,33,2017,1984,1,534,11,5.3507835,5.3507835
1995,0.041,94201701140_434,38,33,2017,1984,1,534,12,5.3110536,5.3110536
1996,0.037,94201701140_434,38,33,2017,1984,1,534,13,5.2936518,5.2936518
1997,0.041,94201701140_434,38,33,2017,1984,1,534,14,6.0545831,6.0545831
1998,0.03,94201701140_434,38,33,2017,1984,1,534,15,5.7722394,5.7722394
1999,0.025,94201701140_434,38,33,2017,1984,1,534,16,4.70638508,4.70638508
2000,0.035,94201701140_434,38,33,2017,1984,1,534,17,5.12424454,5.12424454
2001,0.029,94201701140_434,38,33,2017,1984,1,534,18,5.3685169,5.3685169
2002,0.04,94201701140_434,38,33,2017,1984,1,534,19,5.79371722,5.79371722
2003,0.032,94201701140_434,38,33,2017,1984,1,534,20,6.0759167,6.0759167
2004,0.029,94201701140_434,38,33,2017,1984,1,534,21,6.0149829,6.0149829
2005,0.025,94201701140_434,38,33,2017,1984,1,534,22,5.8702298,5.8702298
2006,0.023,94201701140_434,38,33,2017,1984,1,534,23,5.26322844,5.26322844
2007,0.015,94201701140_434,38,33,2017,1984,1,534,24,5.03499357,5.03499357
2008,0.014,94201701140_434,38,33,2017,1984,1,534,25,4.71685837,4.71685837
2009,0.026,94201701140_434,38,33,2017,1984,1,534,26,4.90519256,4.90519256
2010,0.031,94201701140_434,38,33,2017,1984,1,534,27,4.708319786,4.708319786
2011,0.041,94201701140_434,38,33,2017,1984,1,534,28,4.8443986,4.8443986
2012,0.027,94201701140_434,38,33,2017,1984,1,534,29,4.224856867,4.224856867
2013,0.028,94201701140_434,38,33,2017,1984,1,534,30,5.18397497,5.18397497
2014,0.029,94201701140_434,38,33,2017,1984,1,534,31,6.6587505,6.6587505
2015,0.035,94201701140_434,38,33,2017,1984,1,534,32,6.3742236,6.3742236
2016,0.042,94201701140_434,38,33,2017,1984,1,534,33,7.0831243,7.0831243
1998,0.052,94201701140_438,37,22,2017,1995,1,638,4,5.7722394,5.7722394
1999,0.039,94201701140_438,37,22,2017,1995,1,638,5,4.70638508,4.70638508
2000,0.055,94201701140_438,37,22,2017,1995,1,638,6,5.12424454,5.12424454
2001,0.045,94201701140_438,37,22,2017,1995,1,638,7,5.3685169,5.3685169
2002,0.091,94201701140_438,37,22,2017,1995,1,638,8,5.79371722,5.79371722
2003,0.076,94201701140_438,37,22,2017,1995,1,638,9,6.0759167,6.0759167
2004,0.057,94201701140_438,37,22,2017,1995,1,638,10,6.0149829,6.0149829
2005,0.067,94201701140_438,37,22,2017,1995,1,638,11,5.8702298,5.8702298
2006,0.039,94201701140_438,37,22,2017,1995,1,638,12,5.26322844,5.26322844
2007,0.043,94201701140_438,37,22,2017,1995,1,638,13,5.03499357,5.03499357
2008,0.032,94201701140_438,37,22,2017,1995,1,638,14,4.71685837,4.71685837
2009,0.051,94201701140_438,37,22,2017,1995,1,638,15,4.90519256,4.90519256
2010,0.048,94201701140_438,37,22,2017,1995,1,638,16,4.708319786,4.708319786
2011,0.045,94201701140_438,37,22,2017,1995,1,638,17,4.8443986,4.8443986
2012,0.042,94201701140_438,37,22,2017,1995,1,638,18,4.224856867,4.224856867
2013,0.046,94201701140_438,37,22,2017,1995,1,638,19,5.18397497,5.18397497
2014,0.052,94201701140_438,37,22,2017,1995,1,638,20,6.6587505,6.6587505
2015,0.064,94201701140_438,37,22,2017,1995,1,638,21,6.3742236,6.3742236
2016,0.056,94201701140_438,37,22,2017,1995,1,638,22,7.0831243,7.0831243
2002,0.09,94201701140_440,33,20,2017,1997,1,426,6,5.79371722,5.79371722
2003,0.087,94201701140_440,33,20,2017,1997,1,426,7,6.0759167,6.0759167
2004,0.085,94201701140_440,33,20,2017,1997,1,426,8,6.0149829,6.0149829
2005,0.05,94201701140_440,33,20,2017,1997,1,426,9,5.8702298,5.8702298
2006,0.041,94201701140_440,33,20,2017,1997,1,426,10,5.26322844,5.26322844
2007,0.028,94201701140_440,33,20,2017,1997,1,426,11,5.03499357,5.03499357
2008,0.031,94201701140_440,33,20,2017,1997,1,426,12,4.71685837,4.71685837
2009,0.046,94201701140_440,33,20,2017,1997,1,426,13,4.90519256,4.90519256
2010,0.039,94201701140_440,33,20,2017,1997,1,426,14,4.708319786,4.708319786
2011,0.034,94201701140_440,33,20,2017,1997,1,426,15,4.8443986,4.8443986
2012,0.026,94201701140_440,33,20,2017,1997,1,426,16,4.224856867,4.224856867
2013,0.042,94201701140_440,33,20,2017,1997,1,426,17,5.18397497,5.18397497
2014,0.038,94201701140_440,33,20,2017,1997,1,426,18,6.6587505,6.6587505
2015,0.042,94201701140_440,33,20,2017,1997,1,426,19,6.3742236,6.3742236
2016,0.034,94201701140_440,33,20,2017,1997,1,426,20,7.0831243,7.0831243
